article:ID;author:string[];author-aux:string;author-orcid:string[];booktitle:string;cdate:date;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];journal:string;key:string;mdate:date;month:string;note:string[];note-label:string;note-type:string[];number:string;pages:string;publisher:string;publnr:string;publtype:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string[];url:string;volume:string;year:int
1225745;Khaled Zuhair Mahmoud;;;;;;;;;;;https://doi.org/10.1016/j.cosrev.2013.08.001;;;Comput. Sci. Rev.;journals/csr/Mahmoud13;2020-02-20;;;;;;31-34;;;;;;Compiler Construction using Java, JavaCC and YaCC, Anthony J. Dos Reis. Wiley (January, 2012), ISBN: 978-0-470-94959-7.;;;db/journals/csr/csr10.html#Mahmoud13;10;2013
1229082;Nirwan Ansari|Siqi Huang|Xueqing Huang;;0000-0001-8541-3565|0000-0002-3677-5946|0000-0003-0097-9813;;;;;;;;;https://doi.org/10.1109/TNSM.2021.3059553;;;IEEE Trans. Netw. Serv. Manag.;journals/tnsm/HuangHA21;2021-07-13;;;;;2;2123-2137;;;;;;Budget-Aware Video Crowdsourcing at the Cloud-Enhanced Mobile Edge.;;;db/journals/tnsm/tnsm18.html#HuangHA21;18;2021
1232908;Gautam Pant|Olivia R. Liu Sheng|Zhongming Ma;;;;;;;;;;;https://doi.org/10.1145/1198296.1198301;;;ACM Trans. Inf. Syst.;journals/tois/MaPS07;2018-11-06;;;;;1;5;;;;;;Interest-based personalized search.;;;db/journals/tois/tois25.html#MaPS07;25;2007
1235177;Craig Brideau|E. Phelps|Peter Willett 0001|Thia Kirubarajan;;0000-0001-8443-5586;;;;;;;;;https://doi.org/10.1109/TSMCA.2007.902621;;;IEEE Trans. Syst. Man Cybern. Part A;journals/tsmc/PhelpsWKB07;2020-05-25;;;;;5;630-642;;;;;;Predicting Time to Failure Using the IMM and Excitable Tests.;;;db/journals/tsmc/tsmca37.html#PhelpsWKB07;37;2007
1235978;Stephen J. Maybank|Wei Hu|Weiming Hu;;;;;;;;;;;https://doi.org/10.1109/TSMCB.2007.914695|https://www.wikidata.org/entity/Q43486274;;;IEEE Trans. Syst. Man Cybern. Part B;journals/tsmc/HuHM08;2020-05-18;;;;;2;577-583;;;;;;AdaBoost-Based Algorithm for Network Intrusion Detection.;;;db/journals/tsmc/tsmcb38.html#HuHM08;38;2008
1236609;Chenguang Yang|Shuzhi Sam Ge|Tong Heng Lee|Yanan Li 0001;;0000-0001-5549-312X;;;;;;;;;https://doi.org/10.1109/TSMCB.2010.2065223|https://www.wikidata.org/entity/Q51664504;;;IEEE Trans. Syst. Man Cybern. Part B;journals/tsmc/LiYGL11;2020-09-03;;;;;2;507-517;;;;;;Adaptive Output Feedback NN Control of a Class of Discrete-Time MIMO Nonlinear Systems With Unknown Control Directions.;;;db/journals/tsmc/tsmcb41.html#LiYGL11;41;2011
1243880;Cevdet Göloglu;;;;;;;;;;;https://doi.org/10.1023/B%3AJIMS.0000034109.17959.90;;;J. Intell. Manuf.;journals/jim/Gologlu04;2020-09-24;;;;;4;463-470;;;;;;A constraint-based operation sequencing for a knowledge-based process planning.;;;db/journals/jim/jim15.html#Gologlu04;15;2004
1244015;C. Y. Shih|R. F. Fung|Y. S. Yang;;;;;;;;;;;https://doi.org/10.1007/s10845-012-0678-x;;;J. Intell. Manuf.;journals/jim/YangSF14;2020-09-24;;;;;1;99-107;;;;;;Multi-objective optimization of the light guide rod by using the combined Taguchi method and Grey relational approach.;;;db/journals/jim/jim25.html#YangSF14;25;2014
1249498;Ali Keyvani|Kyle Strom;;0000-0002-0798-7720;;;;;;;;;https://doi.org/10.1016/j.cageo.2012.08.018;;;Comput. Geosci.;journals/gandc/KeyvaniS13;2020-02-21;;;;;;189-198;;;;;;A fully-automated image processing technique to improve measurement of suspended particles and flocs by removing out-of-focus objects.;;;db/journals/gandc/gandc52.html#KeyvaniS13;52;2013
1253421;Dawn Lipshultz|Eric W. Sayers|Majda Valjavec-Gratian|Monica L. Romiti|Peter S. Cooper|Scott D. McGinnis|Steven Pechous|Tao Tao|Wayne Matten;;;;;;;;;;;https://doi.org/10.1093/bib/bbq022|https://www.wikidata.org/entity/Q34322096;;;Briefings Bioinform.;journals/bib/CooperLMMPRTVS10;2020-06-04;;;;;6;563-569;;;;;;Education resources of the National Center for Biotechnology Information.;;;db/journals/bib/bib11.html#CooperLMMPRTVS10;11;2010
1254862;Eugene V. Koonin;;;;;;;;;;;https://doi.org/10.1093/bib/bbr058|https://www.wikidata.org/entity/Q30010925;;;Briefings Bioinform.;journals/bib/Koonin11;2020-06-04;;;;;5;377-378;;;;;;Obituary: Walter Fitch and the orthology paradigm.;;;db/journals/bib/bib12.html#Koonin11;12;2011
1255367;David R. Gilbert|Jacques van Helden|Shoshana J. Wodak|Yves Deville;;0000-0002-0701-6545|0000-0002-8799-8584;;;;;;;;;https://doi.org/10.1093/bib/4.3.246|https://www.wikidata.org/entity/Q30882945;;;Briefings Bioinform.;journals/bib/DevilleGHW03;2020-06-04;;;;;3;246-259;;;;;;An overview of data models for the analysis of biochemical pathways.;;;db/journals/bib/bib4.html#DevilleGHW03;4;2003
1260236;Cèsar Ferri|Jan Arne Telle|José Hernández-Orallo;;0000-0002-8975-1120;;;;;;;;;https://doi.org/10.1007/s10994-019-05821-2;;;Mach. Learn.;journals/ml/TelleHF19;2020-03-02;;;;;8-9;1653-1675;;;;;;The teaching size: computable teachers and learners for universal languages.;;;db/journals/ml/ml108.html#TelleHF19;108;2019
1269997;Han Xie|Wei Li 0065;;0000-0002-3368-7529|0000-0003-1158-5414;;;;;;;;;https://doi.org/10.1155/2014/131432|https://www.wikidata.org/entity/Q59049494;oa;;J. Appl. Math.;journals/jam/LiX14;2020-07-16;;;;;;131432:1-131432:6;;;;;;Geometrical Variable Weights Buffer GM(1, 1) Model and Its Application in Forecasting of China's Energy Consumption.;;;db/journals/jam/jam2014.html#LiX14;2014;2014
1270983;Qiongfen Zhang|Wen-Zhen Gong|X. H. Tang;;0000-0002-7037-1961;;;;;;;;;https://doi.org/10.1155/2012/434938|https://www.wikidata.org/entity/Q58905882;oa;;J. Appl. Math.;journals/jam/GongZT12;2020-10-26;;;;;;434938:1-434938:18;;;;;;Existence of Subharmonic Solutions for a Class of Second-Order p-Laplacian Systems with Impulsive Effects.;;;db/journals/jam/jam2012.html#GongZT12;2012;2012
1271909;Peichao Duan;;;;;;;;;;;https://doi.org/10.1155/2013/957363|https://www.wikidata.org/entity/Q59007147;oa;;J. Appl. Math.;journals/jam/Duan13a;2020-07-16;;;;;;957363:1-957363:11;;;;;;General Iterative Methods for System of Equilibrium Problems and Constrained Convex Minimization Problem in Hilbert Spaces.;;;db/journals/jam/jam2013.html#Duan13a;2013;2013
1275793;Dorothy A. Reed|Kailash C. Kapur|Richard D. Christie;;0000-0003-2690-4123;;;;;;;;;https://doi.org/10.1109/JSYST.2009.2017396|https://www.wikidata.org/entity/Q56863950;;;IEEE Syst. J.;journals/sj/ReedKC09;2021-09-23;;;;;2;174-180;;;;;;Methodology for Assessing the Resilience of Networked Infrastructure.;;;db/journals/sj/sj3.html#ReedKC09;3;2009
1280914;Leiming Tong|Liya Sun|Peng Bao|Weiqiang Wang|Weiwei Xing;;;;;;;;;;;https://doi.org/10.1002/cav.1690;;;Comput. Animat. Virtual Worlds;journals/jvca/XingWBST16;2020-07-16;;;;;5;501-514;;;;;;A novel method for automated human behavior segmentation.;;;db/journals/jvca/jvca27.html#XingWBST16;27;2016
1281530;Ammar Rahimi Kazerooni|Majid Zamani|Mehdi Taghizadeh|Payman Goodarzi;;0000-0002-5285-7685;;;;;;;;;https://doi.org/10.1142/S0218126613920011;;;J. Circuits Syst. Comput.;journals/jcsc/TaghizadehZGK13;2021-10-14;;;;;4;;;;;;;"Erratum: ""an Energy Efficient Second-Order σδ modulator Based on the Power and Delay Optimization of CBSC IIR filter"".";;;db/journals/jcsc/jcsc22.html#TaghizadehZGK13;22;2013
1283853;Safayat Bin Hakim|Syed Iftekhar Ali;;0000-0001-9753-2246;;;;;;;;;https://doi.org/10.1142/S0218126619502384;;;J. Circuits Syst. Comput.;journals/jcsc/AliH19;2020-08-25;;;;;14;1950238:1-1950238:15;;;;;;Dynamic Energy Reduction in TCAM Match-Line Sensing Using Charge-Sharing and Positive Feedback.;;;db/journals/jcsc/jcsc28.html#AliH19;28;2019
1285544;Lakhdar Sais|Saïd Jabbour|Youssef Hamadi;;;;;;;;;;;https://doi.org/10.1142/S0218213010000303;;;Int. J. Artif. Intell. Tools;journals/ijait/HamadiJS10;2020-05-12;;;;;4;511-529;;;;;;Learning for Dynamic Subsumption.;;;db/journals/ijait/ijait19.html#HamadiJS10;19;2010
1287942;Shu-Cherng Fang|Xing-Si Li;;;;;;;;;;;https://doi.org/10.1007/BF01199466;;;Math. Methods Oper. Res.;journals/mmor/LiF97;2020-03-03;;;;;1;119-130;;;;;;On the entropic regularization method for solving min-max problems with applications.;;;db/journals/mmor/mmor46.html#LiF97;46;1997
1288400;Alan Stulman|Avraham Mehrez;;;;;;;;;;;https://doi.org/10.1007/BF01920506;;;Z. Oper. Research;journals/mmor/MehrezS84;2020-05-18;;;;;6;;;;;;;The facility location problem when the underlying distribution is either dominated or dominating.;;;db/journals/mmor/mmor28.html#MehrezS84;28;1984
1288779;Hassan Shavandi|Hossein Abouee-Mehrizi|Oded Berman|Sahar Babri;;0000-0003-0922-912X;;;;;;;;;https://doi.org/10.1007/s00186-011-0361-6;;;Math. Methods Oper. Res.;journals/mmor/Abouee-MehriziBBS11;2020-10-26;;;;;2;233-255;;;;;;Optimizing capacity, pricing and location decisions on a congested network with balking.;;;db/journals/mmor/mmor74.html#Abouee-MehriziBBS11;74;2011
1291503;John Krumm;;;;;;;;;;;http://doi.ieeecomputersociety.org/10.1109/MPRV.2010.21|https://doi.org/10.1109/MPRV.2010.21|https://www.wikidata.org/entity/Q62773242;;;IEEE Pervasive Comput.;journals/pervasive/Krumm11;2020-03-31;;;;;1;66-73;;;;;;Ubiquitous Advertising: The Killer Application for the 21st Century.;;;db/journals/pervasive/pervasive10.html#Krumm11;10;2011
1293071;Andrew Knoll;;;;;;;;;;;https://doi.org/10.1007/s11023-017-9440-7;;;Minds Mach.;journals/mima/Knoll18;2020-05-11;;;;;1;7-27;;;;;;Still Autonomous After All.;;;db/journals/mima/mima28.html#Knoll18;28;2018
1297602;Bixia Tang|Cuiping Li|Dong Zou|Dongmei Tian|Pei Wang|Shuhui Song|Xiaonan Liu|Xufei Teng|Zhang Zhang 0002;;0000-0001-6603-5060|0000-0002-7169-4965;;;;;;;;;https://doi.org/10.1093/nar/gkz828|https://www.wikidata.org/entity/Q90362278;oa;;Nucleic Acids Res.;journals/nar/TianWTTLLZS020;2021-06-01;;;;;Database-Issue;D927-D932;;;;;;GWAS Atlas: a curated resource of genome-wide variant-trait associations in plants and animals.;;;db/journals/nar/nar48.html#TianWTTLLZS020;48;2020
1300536;Alex Astashyn|Donna R. Maglott|Elspeth A. Bruford|Fiona Cunningham|Jacqueline A. L. MacArthur|Joannella Morales|Laurent Gil|Paul Flicek|Pontus Larsson|Ray E. Tully|Raymond Dalgleish;;0000-0001-7667-187X|0000-0002-3550-9769|0000-0002-3897-7955|0000-0002-8121-9797|0000-0002-8380-5247|0000-0002-8597-5565;;;;;;;;;https://doi.org/10.1093/nar/gkt1198|https://www.wikidata.org/entity/Q37661875;oa;;Nucleic Acids Res.;journals/nar/MacArthurMTAGBLFDMC14;2020-05-17;;;;;Database-Issue;873-878;;;;;;Locus Reference Genomic: reference sequences for the reporting of clinically relevant sequence variants.;;;db/journals/nar/nar42.html#MacArthurMTAGBLFDMC14;42;2014
1304728;Bennett A. Landman|George Shih|Paul G. Nagy|Steve G. Langer;;0000-0001-5108-7749;;;;;;;;;https://doi.org/10.1007/s10278-017-0043-x|https://www.wikidata.org/entity/Q50422070;oa;;J. Digit. Imaging;journals/jdi/LangerSNL18;2020-07-09;;;;;3;275-282;;;;;;Collaborative and Reproducible Research: Goals, Challenges, and Strategies.;;;db/journals/jdi/jdi31.html#LangerSNL18;31;2018
1306750;Ajay N. Bhoj|Niraj K. Jha|Rajiv V. Joshi;;;;;;;;;;;https://doi.org/10.1109/TCAD.2012.2210421;;;IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.;journals/tcad/BhojJJ13;2020-09-24;;;;;1;47-58;;;;;;Efficient Methodologies for 3-D TCAD Modeling of Emerging Devices and Circuits.;;;db/journals/tcad/tcad32.html#BhojJJ13;32;2013
1310823;Hongyu An|Lingjia Liu 0001|Marius K. Orlowski|Mohammad Shah Al-Mamun|Yang Yi 0002;;0000-0002-1354-0204|0000-0002-1425-4058|0000-0002-2350-9411|0000-0003-1915-1784;;;;;;;;;https://doi.org/10.1109/TCAD.2021.3061481;;;IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.;journals/tcad/AnAOLY22;2022-03-15;;;;;3;400-409;;;;;;Three-Dimensional Neuromorphic Computing System With Two-Layer and Low-Variation Memristive Synapses.;;;db/journals/tcad/tcad41.html#AnAOLY22;41;2022
1316663;Baolei Wu|Enyuan Wang|Pengcheng Xiao|Wei Chen|Zhen Zhu;;0000-0003-0239-3015;;;;;;;;;https://doi.org/10.1016/j.neucom.2017.08.025;;;Neurocomputing;journals/ijon/WuWZCX18;2021-10-14;;;;;;78-88;;;;21;;Manifold NMF with L;;;db/journals/ijon/ijon273.html#WuWZCX18;273;2018
1316777;Aníbal R. Figueiras-Vidal|Jerónimo Arenas-García|Manuel Ortega-Moral|Vanessa Gómez-Verdejo;;0000-0001-7702-8747;;;;;;;;;https://doi.org/10.1016/j.neucom.2005.12.011;;;Neurocomputing;journals/ijon/Gomez-VerdejoOAF06;2017-06-06;;;;;7-9;679-685;;;;;;Boosting by weighting critical and erroneous samples.;;;db/journals/ijon/ijon69.html#Gomez-VerdejoOAF06;69;2006
1320331;Mei Wang|Weihong Deng;;;;;;;;;;;https://doi.org/10.1016/j.neucom.2020.07.124;;;Neurocomputing;journals/ijon/WangD21;2020-11-20;;;;;;186-199;;;;;;Cycle label-consistent networks for unsupervised domain adaptation.;;;db/journals/ijon/ijon422.html#WangD21;422;2021
1324268;Ioannis Evdokimidis|Ioannis Kahramanoglou|Nikolaos Smyrnis|Stavros J. Perantonis|Vassilis Cutsuridis;;0000-0001-9005-0260;;;;;;;;;https://doi.org/10.1016/j.neucom.2006.06.002;;;Neurocomputing;journals/ijon/CutsuridisKSEP07;2018-11-30;;;;;7-9;1390-1402;;;;;;A biophysical neural accumulator model of decision making in an antisaccade task.;;;db/journals/ijon/ijon70.html#CutsuridisKSEP07;70;2007
1326331;Shaun M. Lawson;;;;;;;;;;;https://doi.org/10.1016/0925-2312(92)90004-9;;;Neurocomputing;journals/ijon/Lawson92;2017-05-20;;;;;2;127-136;;;;;;A preliminary view of Japan's high performance neurocomputers.;;;db/journals/ijon/ijon4.html#Lawson92;4;1992
1327141;Fan Zhou 0002|Goce Trajcevski|Kunpeng Zhang|Ting Zhong|Zijing Wen;;0000-0002-8038-8150;;;;;;;;;https://doi.org/10.1016/j.neucom.2020.01.096;;;Neurocomputing;journals/ijon/ZhongWZTZ20;2020-05-22;;;;;;129-141;;;;;;Session-based recommendation via flow-based deep generative networks and Bayesian inference.;;;db/journals/ijon/ijon391.html#ZhongWZTZ20;391;2020
1334963;Ning Lu 0001|Xuemin (Sherman) Shen;;;;;;;;;;;https://doi.org/10.1109/SURV.2013.081313.00039;;;IEEE Commun. Surv. Tutorials;journals/comsur/LuS14;2020-04-09;;;;;2;642-657;;;;;;Scaling Laws for Throughput Capacity and Delay in Wireless Networks - A Survey.;;;db/journals/comsur/comsur16.html#LuS14;16;2014
1337940;Jingyun Li|Lili Yu|Meng Li|Ruomeng Cui;;0000-0001-5027-2782|0000-0002-8476-2189|0000-0002-8891-6405|0000-0003-0939-8759;;;;;;;;;https://doi.org/10.1287/msom.2019.0862;;;Manuf. Serv. Oper. Manag.;journals/msom/CuiLLY21;2021-11-03;;;;;5;1096-1117;;;;;;Wholesale Price Discrimination in Global Sourcing.;;;db/journals/msom/msom23.html#CuiLLY21;23;2021
1341075;Achour Mostéfaoui|Michel Raynal|Sergio Rajsbaum;;0000-0002-0009-5287;;;;;;;;;https://doi.org/10.1145/950620.950624;;;J. ACM;journals/jacm/MostefaouiRR03;2018-11-06;;;;;6;922-954;;;;;;Conditions on input vectors for consensus solvability in asynchronous distributed systems.;;;db/journals/jacm/jacm50.html#MostefaouiRR03;50;2003
1341643;Moshe Tennenholtz|Ronen I. Brafman;;0000-0001-8227-5646;;;;;;;;;https://doi.org/10.1145/337244.337251;;;J. ACM;journals/jacm/BrafmanT00;2019-10-19;;;;;3;452-482;;;;;;An axiomatic treatment of three qualitative decision criteria.;;;db/journals/jacm/jacm47.html#BrafmanT00;47;2000
1342556;Gil Neiger|Rida A. Bazzi;;;;;;;;;;;https://doi.org/10.1145/382780.382784;;;J. ACM;journals/jacm/BazziN01;2018-11-06;;;;;3;499-554;;;;;;Simplifying fault-tolerance: providing the abstraction of crash failures.;;;db/journals/jacm/jacm48.html#BazziN01;48;2001
1355223;Ran Raz|Zeev Dvir;;;;;;;;;;;https://eccc.weizmann.ac.il/eccc-reports/2005/TR05-025/index.html;oa;;Electron. Colloquium Comput. Complex.;journals/eccc/ECCC-TR05-025;2021-08-30;;;;;025;;;;informal;;;Analyzing Linear Mergers;;;db/journals/eccc/eccc12.html#TR05-025;;2005
1356417;Avi Wigderson|Oded Goldreich 0001;;;;;;;;;;;https://eccc.weizmann.ac.il/report/2013/043;oa;;Electron. Colloquium Comput. Complex.;journals/eccc/GoldreichW13;2021-08-30;;;;;;43;;;informal;;;On the Size of Depth-Three Boolean Circuits for Computing Multilinear Functions.;;;db/journals/eccc/eccc20.html#GoldreichW13;20;2013
1356430;Marius Zimand;;;;;;;;;;;https://eccc.weizmann.ac.il/eccc-reports/2005/TR05-071/index.html;oa;;Electron. Colloquium Comput. Complex.;journals/eccc/ECCC-TR05-071;2021-08-30;;;;;071;;;;informal;;;Simple extractors via constructions of cryptographic pseudo-random generators;;;db/journals/eccc/eccc12.html#TR05-071;;2005
1359719;Gilad Ravid|Quentin Jones|Sheizaf Rafaeli;;0000-0002-0471-6538;;;;;;;;;https://doi.org/10.1287/isre.1040.0023|https://www.wikidata.org/entity/Q55892323;;;Inf. Syst. Res.;journals/isr/JonesRR04;2020-03-13;;;;;2;194-210;;;;;;Information Overload and the Message Dynamics of Online Interaction Spaces: A Theoretical Model and Empirical Exploration.;;;db/journals/isr/isr15.html#JonesRR04;15;2004
1360497;Abdul Razaque|Amer Al-Rahayfeh|Meer Jaro Khan|Muder Almiani|Syed S. Rizvi;;;;;;;;;;;https://doi.org/10.1016/j.jksuci.2019.08.008;;;J. King Saud Univ. Comput. Inf. Sci.;journals/jksucis/RazaqueRKAA22;2022-01-25;;;;;1;1275-1294;;;;;;State-of-art review of information diffusion models and their impact on social network vulnerabilities.;;;db/journals/jksucis/jksucis34.html#RazaqueRKAA22;34;2022
1364311;James C. Malas|Jordan M. Berg|Richard J. Adams|Siva S. Banda;;;;;;;;;;;https://doi.org/10.1109/87.406974;;;IEEE Trans. Control. Syst. Technol.;journals/tcst/BergAMB95;2020-06-08;;;;;3;269-278;;;;;;Nonlinear optimization-based design of ram velocity profiles for isothermal forging.;;;db/journals/tcst/tcst3.html#BergAMB95;3;1995
1364839;Feng Shang|James G. Uber|Marios M. Polycarpou|Zhong Wang;;;;;;;;;;;https://doi.org/10.1109/TCST.2005.859633;;;IEEE Trans. Control. Syst. Technol.;journals/tcst/WangPUS06;2020-06-08;;;;;1;149-156;;;;;;Adaptive control of water quality in water distribution networks.;;;db/journals/tcst/tcst14.html#WangPUS06;14;2006
1365997;Paul Phillips|Robert Hochberg;;;;;;;;;;;https://doi.org/10.1007/s00373-016-1734-7;;;Graphs Comb.;journals/gc/HochbergP16;2020-06-04;;;;;6;2443-2460;;;;;;Discrepancy One among Homogeneous Arithmetic Progressions.;;;db/journals/gc/gc32.html#HochbergP16;32;2016
1368805;Jelena V. Misic|Vojislav B. Misic;;;;;;;;;;;https://doi.org/10.1109/JSAC.2009.090508;;;IEEE J. Sel. Areas Commun.;journals/jsac/MisicM09;2020-04-02;;;;;4;435-449;;;;;;Bridging between ieee 802.15.4 and IEEE 802.11b networks for multiparameter healthcare sensing.;;;db/journals/jsac/jsac27.html#MisicM09;27;2009
1374940;Elham Ehsani Moghaddam|Hamzeh Beyranvand|Jawad A. Salehi;;0000-0001-7013-5865|0000-0001-7447-5736|0000-0002-1524-9971;;;;;;;;;https://doi.org/10.1109/JSAC.2021.3064641;;;IEEE J. Sel. Areas Commun.;journals/jsac/MoghaddamBS21;2021-09-16;;;;;9;2688-2700;;;;;;Resource Allocation in Space Division Multiplexed Elastic Optical Networks Secured With Quantum Key Distribution.;;;db/journals/jsac/jsac39.html#MoghaddamBS21;39;2021
1379424;Houduo Qi|Shuanghua Bai;;0000-0003-3481-4814;;;;;;;;;https://doi.org/10.1016/j.dsp.2016.05.006;;;Digit. Signal Process.;journals/dsp/BaiQ16;2020-02-20;;;;;;85-97;;;;;;Tackling the flip ambiguity in wireless sensor network localization and beyond.;;;db/journals/dsp/dsp55.html#BaiQ16;55;2016
1381602;N. P. Khrapov;;;;;;;;;;;https://doi.org/10.1134/S0361768821080041;;;Program. Comput. Softw.;journals/pcs/Khrapov21;2022-01-12;;;;;8;882-886;;;;;;Metrics of Efficiency and Performance when Using Evolutionary Algorithm on Desktop Grids.;;;db/journals/pcs/pcs47.html#Khrapov21;47;2021
1385137;Ben M. Chen|Feng Lin 0003|Kai-Yew Lum|Tong Heng Lee;;0000-0002-5594-0142;;;;;;;;;https://doi.org/10.1007/s11432-009-0187-5;;;Sci. China Ser. F Inf. Sci.;journals/chinaf/LinLCL09;2020-05-18;;;;;11;2201-2215;;;;;;Development of a vision-based ground target detection and tracking system for a small unmanned helicopter.;;;db/journals/chinaf/chinaf52.html#LinLCL09;52;2009
1390791;William Foster;;;;;;;;;;;https://doi.org/10.1108/prog.2003.37.2.128.3;;;Program;journals/program/Foster03;2017-05-27;;;;;2;128-129;;;;;;Libraries in the Information Age: An Introduction and Career Exploration.;;;db/journals/program/program37.html#Foster03;37;2003
1392290;Dov M. Gabbay|Uwe Reyle;;;;;;;;;;;https://doi.org/10.1023/A:1004952317276;;;Stud Logica;journals/sLogica/GabbayR97;2020-09-01;;;;;1;179-216;;;;;;Labelled Resolution for Classical and Non-classical Logics.;;;db/journals/sLogica/sLogica59.html#GabbayR97;59;1997
1395554;Harry Bouwman|Luuk P. A. Simons;;;;;;;;;;;https://doi.org/10.1504/IJEB.2005.006388;;;Int. J. Electron. Bus.;journals/ijeb/SimonsB05;2020-07-16;;;;;1;50-67;;;;;;Multi-channel service design process: challenges and solutions.;;;db/journals/ijeb/ijeb3.html#SimonsB05;3;2005
1399935;Ru Zhu;;;;;;;;;;;http://doi.ieeecomputersociety.org/10.1109/MCSE.2015.132|https://doi.org/10.1109/MCSE.2015.132;;;Comput. Sci. Eng.;journals/cse/Zhu16;2020-03-12;;;;;4;53-59;;;;;;Speedup of Micromagnetic Simulations with C++ AMP on Graphics Processing Units.;;;db/journals/cse/cse18.html#Zhu16;18;2016
1400517;Andreas Ulrich|Daniel Ratiu;;;;;;;;;;;https://doi.org/10.1007/s10009-019-00510-w;;;Int. J. Softw. Tools Technol. Transf.;journals/sttt/RatiuU19;2020-04-02;;;;;3;267-286;;;;;;An integrated environment for Spin-based C code checking - Towards bringing model-driven code checking closer to practitioners.;;;db/journals/sttt/sttt21.html#RatiuU19;21;2019
1410806;Haesun Park|Hyunsoo Kim;;;;;;;;;;;https://doi.org/10.1093/bioinformatics/btm134|https://www.wikidata.org/entity/Q28300804;;;Bioinform.;journals/bioinformatics/KimP07;2020-03-02;;;;;12;1495-1502;;;;;;Sparse non-negative matrix factorizations via alternating non-negativity-constrained least squares for microarray data analysis.;;;db/journals/bioinformatics/bioinformatics23.html#KimP07;23;2007
1412536;Haidong Yi|Han Zhang|Jia Wang|Xiao Wang|Yanbin Yin|Zhandong Liu;;0000-0001-7667-881X|0000-0001-8498-3451|0000-0002-7608-0831;;;;;;;;;https://doi.org/10.1093/bioinformatics/btaa427|https://www.wikidata.org/entity/Q94584320;;;Bioinform.;journals/bioinformatics/WangYWLYZ20;2020-12-25;;;;;14;4211-4213;;;;;;GDASC: a GPU parallel-based web server for detecting hidden batch factors.;;;db/journals/bioinformatics/bioinformatics36.html#WangYWLYZ20;36;2020
1413833;Eric Glémet|Jean-Jacques Codani;;;;;;;;;;;https://doi.org/10.1093/bioinformatics/13.2.137;;;Comput. Appl. Biosci.;journals/bioinformatics/GlemetC97;2020-05-15;;;;;2;137-143;;;;;;LASSAP, a LArge Scale Sequence compArison Package.;;;db/journals/bioinformatics/bioinformatics13.html#GlemetC97;13;1997
1415761;Xin-Yuan Song|Zhaohua Lu;;0000-0003-3245-2004;;;;;;;;;https://doi.org/10.1093/bioinformatics/btr334|https://www.wikidata.org/entity/Q51555246;;;Bioinform.;journals/bioinformatics/SongL11;2020-03-02;;;;;15;2169-2170;;;;;;"Response to ""Comments on 'Bayesian variable selection for disease classification using gene expression data'"".";;;db/journals/bioinformatics/bioinformatics27.html#SongL11;27;2011
1418837;Kenta Nakai|Sung-Joon Park;;0000-0002-1774-9590;;;;;;;;;https://doi.org/10.1093/bioinformatics/btab101;;;Bioinform.;journals/bioinformatics/ParkN21;2021-10-14;;;;;18;3021-3022;;;;;;OpenContami: a web-based application for detecting microbial contaminants in next-generation sequencing data.;;;db/journals/bioinformatics/bioinformatics37.html#ParkN21;37;2021
1425335;Jindrich Skupa|Jirí Safarík|Ladislav Pesicka|Lubos Matejka|Radek Strejc;;;;;;;;;;;https://doi.org/10.4304/jnw.9.10.2591-259;archive;;J. Networks;journals/jnw/MatejkaSSPS14;2020-09-15;;;;;10;2591-2597;;;;;;Dynamic Routing in Distributed File System.;;;db/journals/jnw/jnw9.html#MatejkaSSPS14;9;2014
1431293;Hiroyuki Yotsuyanagi|Kozo Kinoshita|Seiji Kajihara;;;;;;;;;;;https://doi.org/10.1023/A:1008251901959;;;J. Electron. Test.;journals/et/YotsuyanagiKK97;2020-09-11;;;;;1;81-92;;;;;;Synthesis of Sequential Circuits by Redundancy Removal and Retiming.;;;db/journals/et/et11.html#YotsuyanagiKK97;11;1997
1437540;Monideepa Tarafdar|Robert M. Davison;;;;;;;;;;;http://aisel.aisnet.org/jais/vol19/iss6/2;;;J. Assoc. Inf. Syst.;journals/jais/TarafdarD18;2020-05-14;;;;;6;2;;;;;;Research in Information Systems: Intra-Disciplinary and Inter-Disciplinary Approaches.;;;db/journals/jais/jais19.html#TarafdarD18;19;2018
1438994;Fuchun Sun 0001|Yang Wang|Yiyong Yang;;;;;;;;;;;https://doi.org/10.2316/Journal.206.2018.4.206-5075;;;Int. J. Robotics Autom.;journals/ijra/WangYS18;2022-01-20;;;;;4;;;;;;;Robust controller Design of singularly perturbation Systems with actuator saturation via Delta operator Approach.;;;db/journals/ijra/ijra33.html#WangYS18;33;2018
1439437;Jialin Wang|Jun Cheng|Jun Yang|Yanmei Feng;;;;;;;;;;;https://doi.org/10.2316/Journal.206.2018.5.206-5080;;;Int. J. Robotics Autom.;journals/ijra/YangCWF18;2020-02-11;;;;;5;;;;;;;Automatic Deformation Monitoring for Large Span Bridge based on Multi-Constellation BDS and GPS System.;;;db/journals/ijra/ijra33.html#YangCWF18;33;2018
